subject	predicate	object
 HuBMAP C000190	isa	 HuBMAP C000042
 HuBMAP C000191	isa	 HuBMAP C000040
 HuBMAP C000192	isa	 HuBMAP C000041
 HuBMAP C000193	isa	 HuBMAP C000040
 HuBMAP C000194	isa	 HuBMAP C000041
 HuBMAP C000195	isa	 HuBMAP C000029
 HuBMAP C000195	isa	 HuBMAP C000189
 HuBMAP C000195	isa	 HuBMAP C000012
 HuBMAP C000195	referenced_in	 HuBMAP C000002
 HuBMAP C000195	has_biospecimen_type	 HuBMAP C000034
 HuBMAP C000195	has_directory_schema_yaml	 HuBMAP C000191
 HuBMAP C000195	has_field_schema_yaml	 HuBMAP C000192
 HuBMAP C000195	has_description_URL	 HuBMAP C000190
 HuBMAP C000196	isa	 HuBMAP C000195
 HuBMAP C000196	isa	 HuBMAP C000012
 HuBMAP C000196	isa	 HuBMAP C000189
 HuBMAP C000196	referenced_in	 HuBMAP C000002
 HuBMAP C000196	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000196	has_biospecimen_type	 HuBMAP C000034
 HuBMAP C000196	has_directory_schema_yaml	 HuBMAP C000191
 HuBMAP C000196	has_field_schema_yaml	 HuBMAP C000192
 HuBMAP C000196	has_description_URL	 HuBMAP C000190
 HuBMAP C000197	isa	 HuBMAP C000012
 HuBMAP C000197	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000197	has_description_URL	 HuBMAP C000190
 HuBMAP C000198	isa	 HuBMAP C000012
 HuBMAP C000198	isa	 HuBMAP C000011
 HuBMAP C000199	isa	 HuBMAP C000189
 HuBMAP C000199	isa	 HuBMAP C000012
 HuBMAP C000199	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000199	has_directory_schema_yaml	 HuBMAP C000193
 HuBMAP C000199	has_field_schema_yaml	 HuBMAP C000194
 HuBMAP C000199	has_description_URL	 HuBMAP C000190
 HuBMAP C000200	isa	 HuBMAP C000189
 HuBMAP C000200	isa	 HuBMAP C000012
 HuBMAP C000200	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000200	has_description_URL	 HuBMAP C000190
 HuBMAP C000201	isa	 HuBMAP C000075
 HuBMAP C000201	isa	 HuBMAP C000011
 HuBMAP C000201	referenced_in	 HuBMAP C000002
 HuBMAP C000201	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000201	has_description_URL	 HuBMAP C000074
 HuBMAP C000202	isa	 HuBMAP C000075
 HuBMAP C000202	isa	 HuBMAP C000011
 HuBMAP C000202	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000202	has_description_URL	 HuBMAP C000074
 HuBMAP C000203	isa	 HuBMAP C000029
 HuBMAP C000203	isa	 HuBMAP C000201
 HuBMAP C000203	isa	 HuBMAP C000011
 HuBMAP C000203	isa	 HuBMAP C000198
 HuBMAP C000203	referenced_in	 HuBMAP C000002
 HuBMAP C000203	contains	 HuBMAP C000031
 HuBMAP C000203	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000204	isa	 HuBMAP C000029
 HuBMAP C000204	isa	 HuBMAP C000200
 HuBMAP C000204	isa	 HuBMAP C000012
 HuBMAP C000204	isa	 HuBMAP C000198
 HuBMAP C000204	referenced_in	 HuBMAP C000002
 HuBMAP C000204	contains	 HuBMAP C000031
 HuBMAP C000204	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000205	isa	 HuBMAP C000201
 HuBMAP C000205	isa	 HuBMAP C000011
 HuBMAP C000205	isa	 HuBMAP C000198
 HuBMAP C000205	referenced_in	 HuBMAP C000002
 HuBMAP C000205	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000205	has_description_URL	 HuBMAP C000074
 HuBMAP C000206	isa	 HuBMAP C000199
 HuBMAP C000206	isa	 HuBMAP C000012
 HuBMAP C000206	isa	 HuBMAP C000198
 HuBMAP C000206	referenced_in	 HuBMAP C000002
 HuBMAP C000206	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000206	has_directory_schema_yaml	 HuBMAP C000193
 HuBMAP C000206	has_field_schema_yaml	 HuBMAP C000194
 HuBMAP C000206	has_description_URL	 HuBMAP C000190
 HuBMAP C000207	isa	 HuBMAP C000189
 HuBMAP C000207	isa	 HuBMAP C000012
 HuBMAP C000207	isa	 HuBMAP C000198
 HuBMAP C000207	referenced_in	 HuBMAP C000002
 HuBMAP C000207	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000207	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000207	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000207	has_description_URL	 HuBMAP C000190
 HuBMAP C000208	isa	 HuBMAP C000202
 HuBMAP C000208	isa	 HuBMAP C000011
 HuBMAP C000208	isa	 HuBMAP C000198
 HuBMAP C000208	referenced_in	 HuBMAP C000002
 HuBMAP C000208	processed_with_pipeline	 HuBMAP C000052
 HuBMAP C000208	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000208	has_vitessce_hint	 HuBMAP C000024
 HuBMAP C000208	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000208	has_description_URL	 HuBMAP C000074
 HuBMAP C000210	isa	 HuBMAP C000209
 HuBMAP C000211	isa	 HuBMAP C000209
 HuBMAP C000212	isa	 HuBMAP C000029
 HuBMAP C000212	isa	 HuBMAP C000199
 HuBMAP C000212	isa	 HuBMAP C000012
 HuBMAP C000212	isa	 HuBMAP C000210
 HuBMAP C000212	referenced_in	 HuBMAP C000002
 HuBMAP C000212	contains	 HuBMAP C000031
 HuBMAP C000212	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000212	has_directory_schema_yaml	 HuBMAP C000193
 HuBMAP C000212	has_field_schema_yaml	 HuBMAP C000194
 HuBMAP C000212	has_description_URL	 HuBMAP C000190
 HuBMAP C000213	isa	 HuBMAP C000029
 HuBMAP C000213	isa	 HuBMAP C000199
 HuBMAP C000213	isa	 HuBMAP C000012
 HuBMAP C000213	isa	 HuBMAP C000211
 HuBMAP C000213	referenced_in	 HuBMAP C000002
 HuBMAP C000213	contains	 HuBMAP C000031
 HuBMAP C000213	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000213	has_directory_schema_yaml	 HuBMAP C000193
 HuBMAP C000213	has_field_schema_yaml	 HuBMAP C000194
 HuBMAP C000213	has_description_URL	 HuBMAP C000190
 HuBMAP C000214	isa	 HuBMAP C000029
 HuBMAP C000214	isa	 HuBMAP C000199
 HuBMAP C000214	isa	 HuBMAP C000012
 HuBMAP C000214	isa	 HuBMAP C000209
 HuBMAP C000214	referenced_in	 HuBMAP C000002
 HuBMAP C000214	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000214	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000214	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000214	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000214	has_description_URL	 HuBMAP C000190
 HuBMAP C000215	has_description_URL	 HuBMAP C000190
 HuBMAP C000216	isa	 HuBMAP C000029
 HuBMAP C000216	isa	 HuBMAP C000011
 HuBMAP C000216	isa	 HuBMAP C000215
 HuBMAP C000216	referenced_in	 HuBMAP C000002
 HuBMAP C000216	contains	 HuBMAP C000031
 HuBMAP C000216	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000217	isa	 HuBMAP C000216
 HuBMAP C000217	isa	 HuBMAP C000011
 HuBMAP C000217	isa	 HuBMAP C000215
 HuBMAP C000217	referenced_in	 HuBMAP C000002
 HuBMAP C000217	processed_with_pipeline	 HuBMAP C000052
 HuBMAP C000217	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000217	has_vitessce_hint	 HuBMAP C000024
 HuBMAP C000217	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000218	isa	 HuBMAP C000029
 HuBMAP C000218	isa	 HuBMAP C000012
 HuBMAP C000218	isa	 HuBMAP C000215
 HuBMAP C000218	referenced_in	 HuBMAP C000002
 HuBMAP C000218	contains	 HuBMAP C000031
 HuBMAP C000218	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000218	has_description_URL	 HuBMAP C000190
 HuBMAP C000219	isa	 HuBMAP C000029
 HuBMAP C000219	isa	 HuBMAP C000218
 HuBMAP C000219	isa	 HuBMAP C000012
 HuBMAP C000219	isa	 HuBMAP C000215
 HuBMAP C000219	referenced_in	 HuBMAP C000002
 HuBMAP C000219	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000219	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000219	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000219	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000219	has_description_URL	 HuBMAP C000190
 HuBMAP C000220	isa	 HuBMAP C000029
 HuBMAP C000220	isa	 HuBMAP C000201
 HuBMAP C000220	isa	 HuBMAP C000011
 HuBMAP C000220	contains	 HuBMAP C000031
 HuBMAP C000220	has_description_URL	 HuBMAP C000074
 HuBMAP C000221	isa	 HuBMAP C000201
 HuBMAP C000221	isa	 HuBMAP C000011
 HuBMAP C000221	processed_with_pipeline	 HuBMAP C000052
 HuBMAP C000221	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000221	has_vitessce_hint	 HuBMAP C000024
 HuBMAP C000221	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000221	has_description_URL	 HuBMAP C000074
 HuBMAP C000222	isa	 HuBMAP C000029
 HuBMAP C000222	isa	 HuBMAP C000200
 HuBMAP C000222	isa	 HuBMAP C000012
 HuBMAP C000222	isa	 HuBMAP C000210
 HuBMAP C000222	referenced_in	 HuBMAP C000002
 HuBMAP C000222	contains	 HuBMAP C000031
 HuBMAP C000222	has_description_URL	 HuBMAP C000190
 HuBMAP C000223	isa	 HuBMAP C000029
 HuBMAP C000223	isa	 HuBMAP C000200
 HuBMAP C000223	isa	 HuBMAP C000012
 HuBMAP C000223	isa	 HuBMAP C000211
 HuBMAP C000223	referenced_in	 HuBMAP C000002
 HuBMAP C000223	contains	 HuBMAP C000031
 HuBMAP C000223	has_description_URL	 HuBMAP C000190
 HuBMAP C000224	isa	 HuBMAP C000200
 HuBMAP C000224	isa	 HuBMAP C000012
 HuBMAP C000224	referenced_in	 HuBMAP C000002
 HuBMAP C000224	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000224	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000224	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000224	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000224	has_description_URL	 HuBMAP C000190
 HuBMAP C000226	isa	 HuBMAP C000041
 HuBMAP C000227	isa	 HuBMAP C000029
 HuBMAP C000227	isa	 HuBMAP C000199
 HuBMAP C000227	isa	 HuBMAP C000012
 HuBMAP C000227	referenced_in	 HuBMAP C000002
 HuBMAP C000227	contains	 HuBMAP C000031
 HuBMAP C000227	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000227	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000227	has_biospecimen_type	 HuBMAP C000035
 HuBMAP C000227	has_directory_schema_yaml	 HuBMAP C000225
 HuBMAP C000227	has_field_schema_yaml	 HuBMAP C000226
 HuBMAP C000227	has_description_URL	 HuBMAP C000190
 HuBMAP C000228	isa	 HuBMAP C000199
 HuBMAP C000228	isa	 HuBMAP C000012
 HuBMAP C000228	isa	 HuBMAP C000227
 HuBMAP C000228	referenced_in	 HuBMAP C000002
 HuBMAP C000228	processed_with_pipeline	 HuBMAP C000051
 HuBMAP C000228	has_vitessce_hint	 HuBMAP C000022
 HuBMAP C000228	has_vitessce_hint	 HuBMAP C000023
 HuBMAP C000228	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000228	has_biospecimen_type	 HuBMAP C000035
 HuBMAP C000228	has_directory_schema_yaml	 HuBMAP C000225
 HuBMAP C000228	has_field_schema_yaml	 HuBMAP C000226
 HuBMAP C000228	has_description_URL	 HuBMAP C000190
 HuBMAP C000229	isa	 HuBMAP C000040
 HuBMAP C000230	isa	 HuBMAP C000041
 HuBMAP C000231	isa	 HuBMAP C000042
 HuBMAP C000232	isa	 HuBMAP C000029
 HuBMAP C000232	isa	 HuBMAP C000011
 HuBMAP C000232	referenced_in	 HuBMAP C000002
 HuBMAP C000232	contains	 HuBMAP C000031
 HuBMAP C000232	has_directory_schema_yaml	 HuBMAP C000229
 HuBMAP C000232	has_field_schema_yaml	 HuBMAP C000230
 HuBMAP C000232	has_description_URL	 HuBMAP C000231
 HuBMAP C000233	isa	 HuBMAP C000042
 HuBMAP C000234	isa	 HuBMAP C000011
 HuBMAP C000234	isa	 HuBMAP C000012
 HuBMAP C000234	has_description_URL	 HuBMAP C000233
 HuBMAP C000235	isa	 HuBMAP C000011
 HuBMAP C000235	isa	 HuBMAP C000012
 HuBMAP C000235	isa	 HuBMAP C000234
 HuBMAP C000235	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000235	has_description_URL	 HuBMAP C000233
 HuBMAP C000236	isa	 HuBMAP C000011
 HuBMAP C000236	isa	 HuBMAP C000012
 HuBMAP C000236	isa	 HuBMAP C000234
 HuBMAP C000236	isa	 HuBMAP C000014
 HuBMAP C000236	has_biospecimen_type	 HuBMAP C000033
 HuBMAP C000236	has_biospecimen_type	 HuBMAP C000035
 HuBMAP C000236	has_description_URL	 HuBMAP C000233
 HuBMAP C000237	isa	 HuBMAP C000042
 HuBMAP C000238	isa	 HuBMAP C000014
 HuBMAP C000238	isa	 HuBMAP C000012
 HuBMAP C000238	isa	 HuBMAP C000007
 HuBMAP C000238	isa	 HuBMAP C000209
 HuBMAP C000238	processed_with_pipeline	 HuBMAP C000049
 HuBMAP C000238	has_biospecimen_type	 HuBMAP C000035
 HuBMAP C000238	has_description_URL	 HuBMAP C000237
 HuBMAP C000239	isa	 HuBMAP C000005
 HuBMAP C000239	referenced_in	 HuBMAP C000002
 HuBMAP C000240	isa	 HuBMAP C000005
 HuBMAP C000240	referenced_in	 HuBMAP C000002
 HuBMAP C000241	isa	 HuBMAP C000005
 HuBMAP C000241	referenced_in	 HuBMAP C000002
 HuBMAP C000242	isa	 HuBMAP C000005
 HuBMAP C000242	referenced_in	 HuBMAP C000002
 HuBMAP C000243	isa	 HuBMAP C000005
 HuBMAP C000243	referenced_in	 HuBMAP C000002
 HuBMAP C000244	isa	 HuBMAP C000005
 HuBMAP C000244	referenced_in	 HuBMAP C000002
 HuBMAP C000246	isa	 HuBMAP C000245
 HuBMAP C000247	isa	 HuBMAP C000005
 HuBMAP C000247	referenced_in	 HuBMAP C000002
 HuBMAP C000247	has_specimen_form	 HuBMAP C000258
 HuBMAP C000247	has_specimen_form	 HuBMAP C000260
 HuBMAP C000247	has_specimen_form	 HuBMAP C000246
 HuBMAP C000248	isa	 HuBMAP C000245
 HuBMAP C000248	isa	 HuBMAP C000250
 HuBMAP C000249	isa	 HuBMAP C000005
 HuBMAP C000249	referenced_in	 HuBMAP C000002
 HuBMAP C000249	has_preparation_method	 HuBMAP C000248
 HuBMAP C000249	has_specimen_form	 HuBMAP C000258
 HuBMAP C000251	isa	 HuBMAP C000250
 HuBMAP C000252	isa	 HuBMAP C000250
 HuBMAP C000253	isa	 HuBMAP C000245
 HuBMAP C000253	has_preparation_method	 HuBMAP C000251
 HuBMAP C000255	isa	 HuBMAP C000254
 HuBMAP C000256	isa	 HuBMAP C000254
 HuBMAP C000257	isa	 HuBMAP C000254
 HuBMAP C000258	isa	 HuBMAP C000254
 HuBMAP C000260	isa	 HuBMAP C000259
 HuBMAP C000261	isa	 HuBMAP C000259
 HuBMAP C000262	isa	 HuBMAP C000259
 HuBMAP C000263	isa	 HuBMAP C000259
 HuBMAP C000264	isa	 HuBMAP C000005
 HuBMAP C000264	referenced_in	 HuBMAP C000002
 HuBMAP C000264	has_preparation_method	 HuBMAP C000251
 HuBMAP C000264	has_specimen_form	 HuBMAP C000255
 HuBMAP C000264	has_specimen_form	 HuBMAP C000253
 HuBMAP C000265	isa	 HuBMAP C000005
 HuBMAP C000265	referenced_in	 HuBMAP C000002
 HuBMAP C000265	has_preparation_method	 HuBMAP C000251
 HuBMAP C000265	has_specimen_form	 HuBMAP C000256
 HuBMAP C000265	has_specimen_form	 HuBMAP C000253
 HuBMAP C000266	isa	 HuBMAP C000005
 HuBMAP C000266	referenced_in	 HuBMAP C000002
 HuBMAP C000266	has_preparation_method	 HuBMAP C000251
 HuBMAP C000266	has_specimen_form	 HuBMAP C000256
 HuBMAP C000266	has_specimen_form	 HuBMAP C000260
 HuBMAP C000267	isa	 HuBMAP C000005
 HuBMAP C000267	referenced_in	 HuBMAP C000002
 HuBMAP C000267	has_preparation_method	 HuBMAP C000251
 HuBMAP C000267	has_specimen_form	 HuBMAP C000257
 HuBMAP C000268	isa	 HuBMAP C000005
 HuBMAP C000268	referenced_in	 HuBMAP C000002
 HuBMAP C000268	has_specimen_form	 HuBMAP C000261
 HuBMAP C000269	isa	 HuBMAP C000005
 HuBMAP C000269	referenced_in	 HuBMAP C000002
 HuBMAP C000269	has_preparation_method	 HuBMAP C000251
 HuBMAP C000269	has_specimen_form	 HuBMAP C000255
 HuBMAP C000269	has_specimen_form	 HuBMAP C000246
 HuBMAP C000270	isa	 HuBMAP C000005
 HuBMAP C000270	referenced_in	 HuBMAP C000002
 HuBMAP C000270	has_specimen_form	 HuBMAP C000255
 HuBMAP C000270	has_specimen_form	 HuBMAP C000246
 HuBMAP C000270	has_specimen_form	 HuBMAP C000260
 HuBMAP C000271	isa	 HuBMAP C000005
 HuBMAP C000271	referenced_in	 HuBMAP C000002
 HuBMAP C000271	has_specimen_form	 HuBMAP C000256
 HuBMAP C000271	has_specimen_form	 HuBMAP C000260
 HuBMAP C000272	isa	 HuBMAP C000005
 HuBMAP C000272	referenced_in	 HuBMAP C000002
 HuBMAP C000272	has_specimen_form	 HuBMAP C000257
 HuBMAP C000272	has_specimen_form	 HuBMAP C000260
 HuBMAP C000273	isa	 HuBMAP C000005
 HuBMAP C000273	referenced_in	 HuBMAP C000002
 HuBMAP C000273	has_specimen_form	 HuBMAP C000258
 HuBMAP C000273	has_specimen_form	 HuBMAP C000260
 HuBMAP C000274	isa	 HuBMAP C000005
 HuBMAP C000274	referenced_in	 HuBMAP C000002
 HuBMAP C000274	has_specimen_form	 HuBMAP C000257
 HuBMAP C000274	has_specimen_form	 HuBMAP C000262
 HuBMAP C000275	isa	 HuBMAP C000005
 HuBMAP C000275	referenced_in	 HuBMAP C000002
 HuBMAP C000276	isa	 HuBMAP C000005
 HuBMAP C000276	referenced_in	 HuBMAP C000002
 HuBMAP C000276	has_specimen_form	 HuBMAP C000275
 HuBMAP C000276	has_specimen_form	 HuBMAP C000263
 HuBMAP C000277	isa	 HuBMAP C000005
 HuBMAP C000277	referenced_in	 HuBMAP C000002
 HuBMAP C000278	isa	 HuBMAP C000005
 HuBMAP C000278	referenced_in	 HuBMAP C000002
 HuBMAP C000279	isa	 HuBMAP C000005
 HuBMAP C000279	referenced_in	 HuBMAP C000002
 HuBMAP C000280	isa	 HuBMAP C000005
 HuBMAP C000280	isa	 HuBMAP C000279
 HuBMAP C000280	referenced_in	 HuBMAP C000002
 HuBMAP C000280	has_preparation_method	 HuBMAP C000248
 HuBMAP C000281	isa	 HuBMAP C000005
 HuBMAP C000281	referenced_in	 HuBMAP C000002
 HuBMAP C000281	has_specimen_form	 HuBMAP C000257
 HuBMAP C000282	isa	 HuBMAP C000005
 HuBMAP C000282	referenced_in	 HuBMAP C000002
 HuBMAP C000283	isa	 HuBMAP C000005
 HuBMAP C000283	referenced_in	 HuBMAP C000002
 HuBMAP C000284	isa	 HuBMAP C000005
 HuBMAP C000284	referenced_in	 HuBMAP C000002
 HuBMAP C000284	has_preparation_method	 HuBMAP C000252
 HuBMAP C000284	has_specimen_form	 HuBMAP C000255
 HuBMAP C000284	has_specimen_form	 HuBMAP C000246
 HuBMAP C000284	has_specimen_form	 HuBMAP C000263
 HuBMAP C000285	isa	 HuBMAP C000005
 HuBMAP C000285	referenced_in	 HuBMAP C000002
 HuBMAP C000286	isa	 HuBMAP C000005
 HuBMAP C000286	isa	 HuBMAP C000336
 HuBMAP C000286	referenced_in	 HuBMAP C000002
 HuBMAP C000287	isa	 HuBMAP C000005
 HuBMAP C000287	isa	 HuBMAP C000023
 HuBMAP C000287	referenced_in	 HuBMAP C000002
 HuBMAP C000288	isa	 HuBMAP C000005
 HuBMAP C000288	isa	 HuBMAP C000023
 HuBMAP C000288	referenced_in	 HuBMAP C000002
 HuBMAP C000289	isa	 HuBMAP C000005
 HuBMAP C000289	isa	 HuBMAP C000023
 HuBMAP C000289	referenced_in	 HuBMAP C000002
 HuBMAP C000289	has_preparation_method	 HuBMAP C000248
 HuBMAP C000290	isa	 HuBMAP C000005
 HuBMAP C000290	referenced_in	 HuBMAP C000002
 HuBMAP C000291	isa	 HuBMAP C000005
 HuBMAP C000291	referenced_in	 HuBMAP C000002
 HuBMAP C000292	isa	 HuBMAP C000005
 HuBMAP C000292	referenced_in	 HuBMAP C000002
 HuBMAP C000293	isa	 HuBMAP C000005
 HuBMAP C000293	referenced_in	 HuBMAP C000002
 HuBMAP C000294	isa	 HuBMAP C000005
 HuBMAP C000294	referenced_in	 HuBMAP C000002
 HuBMAP C000295	isa	 HuBMAP C000005
 HuBMAP C000295	referenced_in	 HuBMAP C000002
 HuBMAP C000296	isa	 HuBMAP C000005
 HuBMAP C000296	referenced_in	 HuBMAP C000002
 HuBMAP C000297	isa	 HuBMAP C000005
 HuBMAP C000297	referenced_in	 HuBMAP C000002
 HuBMAP C000298	isa	 HuBMAP C000005
 HuBMAP C000298	referenced_in	 HuBMAP C000002
 HuBMAP C000299	isa	 HuBMAP C000005
 HuBMAP C000299	referenced_in	 HuBMAP C000002
 HuBMAP C000300	isa	 HuBMAP C000005
 HuBMAP C000300	isa	 HuBMAP C000243
 HuBMAP C000300	referenced_in	 HuBMAP C000002
 HuBMAP C000301	isa	 HuBMAP C000005
 HuBMAP C000301	referenced_in	 HuBMAP C000002
 HuBMAP C000302	isa	 HuBMAP C000006
 HuBMAP C000302	referenced_in	 HuBMAP C000002
 HuBMAP C000303	isa	 HuBMAP C000006
 HuBMAP C000303	referenced_in	 HuBMAP C000002
 HuBMAP C000304	isa	 HuBMAP C000006
 HuBMAP C000304	referenced_in	 HuBMAP C000002
 HuBMAP C000305	isa	 HuBMAP C000006
 HuBMAP C000305	referenced_in	 HuBMAP C000002
 HuBMAP C000306	isa	 HuBMAP C000006
 HuBMAP C000306	referenced_in	 HuBMAP C000002
 HuBMAP C000307	isa	 HuBMAP C000006
 HuBMAP C000307	referenced_in	 HuBMAP C000002
 HuBMAP C000308	isa	 HuBMAP C000006
 HuBMAP C000308	referenced_in	 HuBMAP C000002
 HuBMAP C000309	isa	 HuBMAP C000006
 HuBMAP C000309	referenced_in	 HuBMAP C000002
 HuBMAP C000310	isa	 HuBMAP C000006
 HuBMAP C000310	referenced_in	 HuBMAP C000002
 HuBMAP C000311	isa	 HuBMAP C000006
 HuBMAP C000311	referenced_in	 HuBMAP C000002
 HuBMAP C000312	isa	 HuBMAP C000006
 HuBMAP C000312	referenced_in	 HuBMAP C000002
 HuBMAP C000313	isa	 HuBMAP C000006
 HuBMAP C000313	referenced_in	 HuBMAP C000002
 HuBMAP C000314	isa	 HuBMAP C000006
 HuBMAP C000314	referenced_in	 HuBMAP C000002
 HuBMAP C000315	isa	 HuBMAP C000006
 HuBMAP C000315	referenced_in	 HuBMAP C000002
 HuBMAP C000316	isa	 HuBMAP C000006
 HuBMAP C000316	referenced_in	 HuBMAP C000002
 HuBMAP C000317	isa	 HuBMAP C000006
 HuBMAP C000317	referenced_in	 HuBMAP C000002
 HuBMAP C000318	isa	 HuBMAP C000006
 HuBMAP C000318	referenced_in	 HuBMAP C000002
 HuBMAP C000319	isa	 HuBMAP C000006
 HuBMAP C000319	referenced_in	 HuBMAP C000002
 HuBMAP C000320	isa	 HuBMAP C000006
 HuBMAP C000320	referenced_in	 HuBMAP C000002
 HuBMAP C000321	isa	 HuBMAP C000006
 HuBMAP C000321	referenced_in	 HuBMAP C000002
 HuBMAP C000322	isa	 HuBMAP C000006
 HuBMAP C000322	referenced_in	 HuBMAP C000002
 HuBMAP C000323	isa	 HuBMAP C000006
 HuBMAP C000323	referenced_in	 HuBMAP C000002
 HuBMAP C000324	isa	 HuBMAP C000006
 HuBMAP C000324	referenced_in	 HuBMAP C000002
 HuBMAP C000325	isa	 HuBMAP C000006
 HuBMAP C000325	referenced_in	 HuBMAP C000002
 HuBMAP C000326	isa	 HuBMAP C000006
 HuBMAP C000326	referenced_in	 HuBMAP C000002
 HuBMAP C000327	isa	 HuBMAP C000006
 HuBMAP C000327	referenced_in	 HuBMAP C000002
 HuBMAP C000328	isa	 HuBMAP C000006
 HuBMAP C000328	referenced_in	 HuBMAP C000002
 HuBMAP C000329	isa	 HuBMAP C000006
 HuBMAP C000329	referenced_in	 HuBMAP C000002
 HuBMAP C000330	isa	 HuBMAP C000006
 HuBMAP C000330	referenced_in	 HuBMAP C000002
 HuBMAP C000331	isa	 HuBMAP C000006
 HuBMAP C000331	referenced_in	 HuBMAP C000002
 HuBMAP C000332	isa	 HuBMAP C000006
 HuBMAP C000332	referenced_in	 HuBMAP C000002
 HuBMAP C000333	isa	 HuBMAP C000006
 HuBMAP C000333	referenced_in	 HuBMAP C000002
 HuBMAP C000334	isa	 HuBMAP C000006
 HuBMAP C000334	referenced_in	 HuBMAP C000002
 HuBMAP C000335	isa	 HuBMAP C000006
 HuBMAP C000335	referenced_in	 HuBMAP C000002
 HuBMAP C000337	isa	 HuBMAP C000336
 HuBMAP C000338	isa	 HuBMAP C000336
 HuBMAP C000339	isa	 HuBMAP C000336
